account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100,ideology2,phi
FrankIero,0.3055556,360,0.8,1173355,master only (1),-0.524574482,
TonyRobbins,0.2989418,378,0.8,1353813,master only (1),0.749469141,
hopesolo,0.2677165,127,0.8,5000735,master only (1),-0.119591832,
somizi,0.2464539,564,0.8,517895,master only (1),0,
BenPhillipsUK,0.2314815,324,0.8,4202314,master only (1),0.940583453,
ShirleySetia,0.2,115,0.8,2324436,master only (1),0.621337169,
mariolopezviva,0.1679688,256,0.8,689578,master only (1),1.355560926,
DeRayDavis,0.153481,632,0.8,2479503,master only (1),-0.135669683,
marshmellomusic,0.1210526,190,0.8,948697,master only (1),0.384643249,
DGreen_14,0.1126761,213,0.8,1624404,master only (1),0.842217167,
SheRatesDogs,0.1120332,723,0.8,3287179,master only (1),0,
cesc4official,0.1071429,28,0.8,509220,master only (1),0,
Vikkstar123,0.1069519,187,0.8,1250609,master only (1),-0.495707727,
BombayBicycle,0.0971223,278,0.8,3651534,master only (1),0.801443796,
melissafumero,0.0951557,578,0.8,656131,master only (1),-1.472426569,
IamReminisce,0.0901961,255,0.8,1024417,master only (1),0.252223447,
DangeRussWilson,0.0817717,587,0.8,2289119,master only (1),0,
Mythical,0.0793651,63,0.8,738749,master only (1),-0.564692931,
BenAndBenMusic,0.0791367,139,0.8,1830250,master only (1),0,
thatsbellayt,0.0718232,181,0.8,1034727,master only (1),0,
ericprydz,0.0697674,43,0.8,3127009,master only (1),-0.690017539,
KianAndJc,0.0697115,416,0.8,1754101,master only (1),0,
KevinHart4real,0.0689655,290,0.8,6068268,master only (1),-0.717788976,
Wes10,0.0642002,919,0.8,640923,master only (1),-0.699090036,
Interscope,0.0630769,650,0.8,557914,master only (1),1.083095126,
TRINArockstarr,0.0614035,114,0.8,600415,master only (1),-1.814784365,
OMGitsAliA,0.0603015,199,0.8,2482872,master only (1),0.458497461,
codyko,0.0598291,234,0.8,688392,master only (1),0.792895705,
yvonnenelsongh,0.059322,118,0.8,757233,master only (1),0.375795849,
direklauren,0.0592593,405,0.8,579821,master only (1),0,
HIDEO_KOJIMA_EN,0.058642,324,0.8,660238,master only (1),0.824381206,
McLarenF1,0.058296,223,0.8,906939,master only (1),1.117089674,
TheDappy,0.0549451,91,0.8,1050174,master only (1),-0.222223561,
LaurenJauregui,0.0546624,311,0.8,683948,master only (1),-1.350110031,
WashWizards,0.0527778,360,0.8,1959543,master only (1),0.808594828,
TeamJuJu,0.0507246,138,0.8,1951777,master only (1),0,
loleu,0.0503282,457,0.8,824131,master only (1),0,
officialchilli,0.05,80,0.8,3948933,master only (1),0.794305901,
heidiklum,0.0470588,340,0.8,547768,master only (1),-0.999768467,
Neelofa,0.0422886,402,0.8,605002,master only (1),0.666390501,
kookpiics,0.0421053,190,0.8,771370,master only (1),0,
BIGKRIT,0.0418605,215,0.8,1284611,master only (1),-0.993965523,
LycaProductions,0.0394089,203,0.8,692091,master only (1),0,
DojaCat,0.0388601,386,0.8,3166051,master only (1),0,
whoismrrobot,0.0384615,260,0.8,1185271,master only (1),0.32504862,
TasiasWord,0.0373832,214,0.8,2003877,master only (1),-2.013635032,
Bamboomusiclive,0.0373444,241,0.8,654185,master only (1),0.440514898,
Jamiebower,0.035461,141,0.8,1388084,master only (1),-0.96132157,
SommerRay,0.0346232,491,0.8,1397550,master only (1),1.555552026,
HaileeSteinfeld,0.0342246,935,0.8,848078,master only (1),-0.576223298,
nuggets,0.0326797,153,0.8,2268315,master only (1),-0.830299891,
porterrobinson,0.0298507,201,0.8,624459,master only (1),-0.625738843,
archanakalpathi,0.0292398,171,0.8,514789,master only (1),1.392653756,
filipinoflash,0.0277778,216,0.8,10020120,master only (1),0,
ijakecuenca,0.0263158,228,0.8,2193416,master only (1),0.441251149,
KinaataGh,0.025974,231,0.8,733707,master only (1),0.145329736,
Mrwhosetheboss,0.0255102,196,0.8,621172,master only (1),0,
Natasha_Thahane,0.0245098,204,0.8,791628,master only (1),-0.708369445,
Officialneha,0.0227273,176,0.8,5493927,master only (1),0.404053327,
OzzyOsbourne,0.0224719,178,0.8,849774,master only (1),0.201822133,
rammadhavbjp,0.0209205,239,0.8,975764,master only (1),1.11208047,
rauldemolina,0.0197183,355,0.8,611787,master only (1),0.679951059,
smoss,0.0192719,467,0.8,922071,master only (1),0,
YUVSTRONG12,0.0185185,108,0.8,1277168,master only (1),0.055860258,
ZoieBurgher,0.0182482,274,0.8,36328034,matched (3),0,
Mzansimagic,0.0176991,113,0.8,644366,master only (1),-0.759865036,
Itswiselearning,0.0176322,1191,0.8,770853,master only (1),-0.034598378,
officialmcafee,0.0157171,1018,0.8,2270156,master only (1),1.418115162,
talk2GLOBE,0.0150943,265,0.8,2487308,master only (1),0,
LILBTHEBASEDGOD,0.0148148,135,0.8,1817428,master only (1),2.392941078,
GHOneTV,0.0147601,271,0.8,1435166,master only (1),0.568628812,
Jimparedes,0.0136986,73,0.8,610848,master only (1),-1.072800803,
kwawkese,0.0124178,1369,0.8,2915127,master only (1),-0.09219989,
michellevisage,0.0123457,729,0.8,1927828,master only (1),-2.084191916,
FarahKhanAli,0.0118343,169,0.8,777036,master only (1),-1.328363344,
PadmaLakshmi,0.0114449,699,0.8,4267672,master only (1),-1.483421446,
Iyanya,0.0113972,2369,0.8,1055586,master only (1),0.41336519,
HYPEX,0.0106383,94,0.8,1103823,master only (1),-0.433378924,
ReggieRockstone,0.01,200,0.8,2116015,master only (1),0.002173479,
6BillionPeople,0.0090498,221,0.8,830096,master only (1),1.474273014,
chelseaperetti,0.0086207,348,0.8,5118360,master only (1),-1.638310472,
jaavedjaaferi,0.008589,815,0.8,2655264,master only (1),-1.38720645,
KollywoodCinima,0.008285,1207,0.8,1042439,master only (1),0,
akaworldwide,0.0071942,139,0.8,752659,master only (1),0,
andylassner,0.0070922,141,0.8,543703,master only (1),0.117000834,
BreadBoi,0.0049751,201,0.8,1000674,master only (1),1.152357514,
RealBlackCoffee,0,2,0.8,521341,master only (1),0.78619961,
GabbbarSingh,0,27,0.8,725729,master only (1),0.345505184,
ArjunVagale,0,75,0.8,690242,master only (1),0.742524848,
JaydenCole,0,115,0.8,813673,master only (1),-2.09090553,
MannyMua733,0,126,0.8,1092841,master only (1),-0.496081535,
Laura88Lee,0,202,0.8,1098248,master only (1),-0.185657353,
MaheshBabu_FC,0,289,0.8,970248,master only (1),0,
langleav,0,289,0.8,673826,master only (1),0.209519957,
CrankGameplays,,,0.8,899517,master only (1),0,
elijahwood,,,0.8,815202,master only (1),-0.913371562,
troyesivan,,,0.8,700601,master only (1),-1.099873488,
jazzyb,,,0.8,877050,master only (1),-0.288914299,
stonebwoyb,,,0.8,532942,master only (1),-0.337076796,
doddleoddle,,,0.8,749238,master only (1),-0.32548146,
AnneMarie,,,0.8,564238,master only (1),-1.069880864,
VastGG,,,0.8,1549480,master only (1),0,
AnnieMac,,,0.8,1614450,master only (1),-0.411151046,
choi_bts2,,,0.8,2907120,master only (1),0.813959661,
TheLifeDiaries,,,0.8,5340055,master only (1),0,
MoHFW_INDIA,,,0.8,956316,master only (1),-0.024712127,
pbhushan1,,,0.8,1285825,master only (1),0,
poonam_mahajan,,,0.8,3062069,master only (1),0,
greggrunberg,,,0.8,4749013,master only (1),-0.015022589,
paulscheer,,,0.8,2229348,master only (1),-1.50239094,
ArianaGrande,,,0.8,547509,master only (1),-0.476410841,
bateson87,0.0376407,2577,0.7977528,600828,master only (1),0,
ClixHimself,0,33,0.7972028,835609,master only (1),1.40173176,
BrentSpiner,,,0.7956989,752838,master only (1),-1.429632298,
CodyRhodes,0.1654135,133,0.7956204,1086446,master only (1),0,
sherylunderwood,,,0.7954546,1227923,master only (1),0.799035818,
SacramentoKings,0.0068376,1170,0.7949791,1371573,master only (1),1.063269688,
gauravcsawant,0.1690037,1355,0.7941176,799539,master only (1),0.934016416,
PiyushGoyalOffc,0.2058408,2123,0.7936508,1732879,master only (1),1.183610874,
Scavino45,0.044757,782,0.7931035,609848,master only (1),1.563401537,
juniorbachchan,0.0250557,1796,0.7926829,581605,master only (1),0.706921439,
RichardDawkins,0.1962533,2242,0.7916667,702050,master only (1),-1.163028125,
SarahKSilverman,0.0717439,906,0.7916667,663679,master only (1),-1.531825253,
sammytellem,0.0227992,1579,0.7916667,1189671,master only (1),1.125369495,
real1,0,379,0.7916667,831129,master only (1),1.243940656,
JackieChristie,,,0.7916667,852824,master only (1),-0.402046466,
LiveKellyRyan,0.1764706,476,0.7894737,2316471,master only (1),-0.443928654,
starmagicphils,0.1530612,2058,0.7894737,1440606,master only (1),-0.857031352,
iamrobertdobbs,0.1281619,593,0.7894737,890274,master only (1),1.489886162,
markhoppus,0.0688733,2991,0.7894737,635587,master only (1),-1.345950782,
Thando_Thabethe,0.0084439,2487,0.7894737,4468843,master only (1),-0.040137479,
dearra,,,0.7894737,577007,master only (1),0,
KhadiDon,0.1276446,1418,0.7878788,512445,master only (1),0,
taylorcaniff,0.0063247,1423,0.7878788,592876,master only (1),0.264517912,
EFYA_Nokturnal,0.039323,2009,0.7872341,3191019,master only (1),-0.439530634,
Meghan_Trainor,0.1057564,747,0.7868853,1340569,master only (1),-1.155812052,
simonschuster,0.1189711,311,0.7857143,629205,master only (1),0.806294262,
CDNThe3rd,0.0768049,651,0.7857143,531040,master only (1),-0.67797901,
lauvsongs,0.0603908,563,0.7857143,1509473,master only (1),-0.727510307,
TSM,0.0540541,259,0.7857143,534021,master only (1),0,
GOT7_JYP,0.0519481,462,0.7857143,506233,master only (1),0,
YoGotti,0.035461,141,0.7857143,506625,master only (1),-0.061091242,
DrLupo,0.0267062,337,0.7857143,560058,master only (1),-0.782105055,
PabiMoloi,0.0260223,538,0.7857143,904075,master only (1),0.201037755,
nikkibenz,0.0246305,203,0.7857143,9366580,master only (1),1.066849809,
itisprashanth,0.0186199,913,0.7857143,1015353,master only (1),0.38085308,
abhijitmajumder,0.0182403,932,0.7857143,1657827,master only (1),0.909496552,
FCBayernEN,0.0181818,330,0.7857143,1054908,master only (1),0,
Ambitiouz_Ent,0.0169492,649,0.7857143,690033,master only (1),0,
Julius_S_Malema,0.0054348,368,0.7857143,619547,master only (1),0.934733695,
EscandaloPubico,,,0.7857143,695667,master only (1),0,
OskidoIBelieve,,,0.7857143,545985,master only (1),-0.288225084,
JerryLawler,0,18,0.7854406,3449880,master only (1),1.738282564,
workwthecoach,,,0.7837838,814678,master only (1),-0.300732437,
TeniEntertainer,0.8230543,2724,0.7826087,1762553,master only (1),0,
NehaDhupia,0.197931,1450,0.7826087,1621627,master only (1),0.289010939,
elonmusk,0.1800468,1283,0.7826087,704765,master only (1),0.219206807,
Gerrard8FanPage,0.0484848,990,0.7826087,1286605,master only (1),0.0952739,
TorreySmithWR,0.0414365,362,0.7826087,827466,master only (1),-1.245373456,
ramjowrites,0.0076142,394,0.7826087,74036655,matched (3),0,
Mongraal,0.0071502,979,0.7826087,652176,master only (1),0,
DukeMBB,0.0015949,627,0.7826087,680653,master only (1),1.380446117,
AnubisPromo,,,0.7826087,1404983,master only (1),1.676945762,
E_L_James,,,0.7826087,973153,master only (1),-0.182992391,
KeiranLee,0.0238374,2559,0.7820513,1113570,master only (1),0.515915772,
zlj517,0.0238095,126,0.78125,1081981,master only (1),1.538171319,
waglenikhil,0.3105968,821,0.7777778,1425866,master only (1),-0.432431113,
ramichuene,0.2530756,569,0.7777778,983175,master only (1),-0.152524702,
Karma_Rx,0.2185061,897,0.7777778,627375,master only (1),1.522368679,
ZaynsCore,0.1614907,161,0.7777778,14944265,master only (1),0,
larryelder,0.083871,310,0.7777778,2913470,master only (1),1.856284169,
devduttmyth,0.0693374,649,0.7777778,12616441,master only (1),-0.039774029,
MapsMaponyane,0.0693069,101,0.7777778,610561,master only (1),0.557928435,
fawadchaudhry,0.0666667,495,0.7777778,543382,master only (1),0.758717676,
tldtoday,0.0617978,356,0.7777778,522698,master only (1),-0.751653885,
nlyonne,0.0363636,605,0.7777778,905123,master only (1),-1.842583318,
kuliroberts,0.0356704,813,0.7777778,1629108,master only (1),0.022749959,
jennajameson,0.0295858,169,0.7777778,1686451,master only (1),1.732227106,
Amouranth,0.0278884,251,0.7777778,2842173,master only (1),-1.323182308,
mreazi,0.0262172,1068,0.7777778,1411025,master only (1),0,
JennyMcCarthy,0.0236052,466,0.7777778,1252142,master only (1),0.855443308,
KontrolFreek,0.0235294,85,0.7777778,753455,master only (1),-2.298372146,
moby_dickhead,0.0188679,106,0.7777778,2789623,master only (1),-2.302418171,
winterVerry1230,0.0180542,1994,0.7777778,1439694,master only (1),0,
Aruwba,0.0125261,479,0.7777778,2143937,master only (1),0,
paul_steele,0.0115207,434,0.7777778,700128,master only (1),0.243932229,
BunnyAyu,0.010101,198,0.7777778,532407,master only (1),0,
XavierWoodsPhD,0.0096852,413,0.7777778,967871,master only (1),-0.631111696,
NazBaloch_,0.007732,388,0.7777778,2058492,master only (1),0.702299342,
Avaaz,0.0074074,945,0.7777778,681926,master only (1),-0.083874121,
shanvisrivastav,0.004386,684,0.7777778,1833006,master only (1),-0.483822022,
dhayaalagiri,0.0032103,623,0.7777778,1635392,master only (1),0.840001734,
arjunk26,,,0.7777778,524050,master only (1),0.233432228,
JennaUshkowitz,,,0.7777778,5505080,master only (1),-1.538780567,
KamiAkmal23,,,0.7777778,749472,master only (1),0.58874023,
jigneshmevani80,0.0659938,1288,0.7758621,938690,master only (1),0.924761462,
ImranIsmailPTI,0.1398467,2610,0.7755102,534768,master only (1),1.230995543,
inecnigeria,0.1873654,1393,0.775,546042,master only (1),0.634882554,
abishmathew,0.0113996,1579,0.7741935,1170507,master only (1),-0.208554027,
mainedcm,,,0.7741935,561302,master only (1),-0.336536379,
JessicaNkosi,,,0.7741935,3004232,master only (1),-0.743533904,
hollymadison,,,0.7737143,513995,master only (1),0,
pokwang27,0.067217,848,0.7727273,956163,master only (1),0.817444549,
allisimpson,0.0086768,922,0.7727273,1439536,master only (1),-0.022116911,
BrianODriscoll,,,0.7727273,2313529,master only (1),0.626603927,
RealMichelleW,,,0.7727273,1009654,master only (1),-0.740290716,
theRealKiyosaki,0.056785,2395,0.7714286,574469,master only (1),1.11281193,
Gen_VKSingh,0.0479846,521,0.7692308,2705463,master only (1),0.923456061,
justsanaa,0.0456432,241,0.7692308,33983668,matched (3),-1.340853198,
geniebouchard,0.0255009,549,0.7692308,630525,master only (1),0.790640286,
DrJeffersnBoggs,0.0210158,1142,0.7692308,600163,master only (1),1.048061239,
EltonCastee,0.02,250,0.7692308,599447,master only (1),-1.810371869,
iamsofiaandres,0.0083333,240,0.7692308,878458,master only (1),0.426088842,
questlove,0.0025126,796,0.7692308,2236624,master only (1),-0.327856775,
iTIGERSHROFF,0,272,0.7692308,550068,master only (1),0,
BRANDONWARDELL,,,0.7692308,1238691,master only (1),-1.485719423,
TheRealRyanHiga,,,0.7692308,592489,master only (1),0.669730064,
gracehelbig,0.3560776,2682,0.7681159,627941,master only (1),-1.445210581,
CaptainSparklez,0.2695991,2819,0.7681159,876044,master only (1),1.345587129,
SaffronBarker,0.1247357,473,0.7674419,562890,master only (1),0.722133706,
LilReese300,,,0.7674419,500137,master only (1),0,
TTLYTEALA,0,7,0.7671756,880494,master only (1),-1.832721469,
McQueen,0.2417154,1539,0.7666667,676100,master only (1),0.601102922,
vitorbelfort,0.078629,1488,0.7662337,742070,master only (1),1.556151817,
JanelleMonae,0.1101695,590,0.7647059,1257533,master only (1),-2.023320344,
Abby_Lee_Miller,0.1018041,776,0.7647059,3097966,master only (1),-0.641612985,
LindseyStirling,0.0574324,296,0.7647059,525012,master only (1),0.886010291,
NikitaDragun,0.0515173,1417,0.7647059,526550,master only (1),-1.649856569,
Sheridansmith1,0.0288925,623,0.7647059,558690,master only (1),0.483806207,
_ColeBennett_,0.0272727,110,0.7647059,766508,master only (1),-0.279028474,
gavinthomas,0.0222672,494,0.7647059,632882,master only (1),-0.65518776,
MaryseMizanin,0.0109356,1646,0.7647059,1544929,master only (1),0.782499693,
SoVeryBritish,0.0059524,1008,0.7647059,1335963,master only (1),0,
ArmaanMalik22,0,435,0.7647059,1002665,master only (1),-0.249600981,
chris_kammy,,,0.7647059,941309,master only (1),-0.536220122,
lenatheplug,,,0.7647059,818613,master only (1),0.720724942,
MissRBaller,0.0045455,220,0.76,607248,master only (1),-1.53062183,
HollyGShore,,,0.76,680891,master only (1),0.141624098,
KeralaBlasters,,,0.7586207,704550,master only (1),0,
SkyDigg4,,,0.7586207,736156,master only (1),-1.689817718,
DUALIPA,0.392,125,0.75,1542716,master only (1),-0.785210931,
ELgh_,0.2887538,329,0.75,781461,master only (1),0.599593165,
LaraLeaTrump,0.2307692,39,0.75,609744,master only (1),1.479548239,
RoosterTeeth,0.1775701,107,0.75,628847,master only (1),-0.564961838,
ericnamofficial,0.1666667,60,0.75,6228664,master only (1),-0.061781103,
MaineAlden16,0.1566265,249,0.75,821993,master only (1),0,
KidCudi,0.1377245,167,0.75,1274351,master only (1),-0.439034819,
drayamichele,0.1289256,605,0.75,731171,master only (1),-1.299999749,
lauramarano,0.1204819,166,0.75,596563,master only (1),-1.212603389,
EdgeRatedR,0.1081081,111,0.75,1551075,master only (1),-2.281635594,
madhankarky,0.1,90,0.75,1465299,master only (1),0,
CurrenSy_Spitta,0.097561,164,0.75,5802383,master only (1),0,
NeNeLeakes,0.0771429,350,0.75,1177242,master only (1),0.104795172,
MrBeastYT,0.075,80,0.75,1241179,master only (1),-1.742740803,
IamKingPromise,0.0746269,335,0.75,2609519,master only (1),-0.203877166,
colortheory,0.0655738,61,0.75,1348001,master only (1),0,
emartineeez,0.0625,112,0.75,974441,master only (1),-0.093071185,
dixiedamelio,0.0625,112,0.75,823620,master only (1),-0.105530446,
jonbellion,0.0606061,462,0.75,1379007,master only (1),-2.04425627,
FloydMayweather,0.0571429,70,0.75,1654324,master only (1),-1.218589851,
RVsmtown,0.0571429,280,0.75,1680602,master only (1),0,
JohnScarce,0.0526316,133,0.75,1703765,master only (1),0,
chaseelliott,0.0480392,1020,0.75,594782,master only (1),1.756850458,
FaZeBlaze,0.0444444,90,0.75,647995,master only (1),-0.830931408,
TheBethPhoenix,0.0441176,136,0.75,1669380,master only (1),-0.151453833,
MyJaps,0.0435127,1264,0.75,3483367,master only (1),-0.440952637,
TaylorMadeGolf,0.0432099,162,0.75,4270455,master only (1),0,
143redangel,0.0416667,24,0.75,627770,master only (1),0.362595506,
AB84,0.0416667,96,0.75,1970008,master only (1),-0.57770773,
ActorLeeMinHo,0.0414201,169,0.75,1293420,master only (1),0,
AdrienneMaloof,0.0408163,49,0.75,4539226,master only (1),-0.249033725,
AMB_A_Mohammed,0.037594,133,0.75,546136,master only (1),-0.032462484,
atulkasbekar,0.0361446,83,0.75,955300,master only (1),-0.677435753,
BigTiggerShow,0.0359281,167,0.75,1875043,master only (1),-0.734740931,
Bungie,0.0353982,339,0.75,1880654,master only (1),0.921735785,
ceracoat,0.0344828,116,0.75,1510103,master only (1),0.537977659,
F1abraham,0.0336788,386,0.75,1220674,master only (1),0.708789502,
FaZeAdapt,0.0336538,208,0.75,711666,master only (1),-0.408881174,
GarethCliff,0.0333333,150,0.75,543600,master only (1),1.425354849,
iamlakshmirai,0.031339,351,0.75,1369222,master only (1),-0.400294434,
joe_weller_,0.0292887,239,0.75,688013,master only (1),0,
johnnyorlando,0.0291262,103,0.75,778754,master only (1),-0.618600031,
JuicePromos,0.027027,37,0.75,522876,master only (1),1.509216255,
karanjohar,0.0265152,264,0.75,1007989,master only (1),0,
kikusharda,0.0265152,264,0.75,4019448,master only (1),0.899807344,
LDShadowLady,0.0260181,884,0.75,1074772,master only (1),-0.651033354,
LiamPayne,0.0258621,116,0.75,1776434,master only (1),0.144220719,
LoriGreiner,0.0244755,286,0.75,1096798,master only (1),0.33721574,
Mario_Falcone,0.0225564,133,0.75,547888,master only (1),1.189702451,
MieshaTate,0.0215827,278,0.75,1681411,master only (1),1.004325003,
mimichakraborty,0.0208333,432,0.75,1839033,master only (1),-0.222348565,
official2baba,0.02,250,0.75,583991,master only (1),0.362395752,
officialTIMYAP,0.0183486,218,0.75,4506626,master only (1),0.356287455,
OYERJALOK,0.0183099,1420,0.75,1133599,master only (1),0.455566066,
ParineetiChopra,0.0178571,112,0.75,827912,master only (1),0.107480905,
phynofino,0.0169713,766,0.75,1067825,master only (1),-0.408052073,
PPerezDaily,0.0168269,416,0.75,1272464,master only (1),0,
RaviShastriOfc,0.016129,124,0.75,775570,master only (1),0,
robhuebel,0.0149502,602,0.75,2235637,master only (1),-1.575382705,
Rylan,0.0147783,203,0.75,694034,master only (1),-0.040166534,
SabrinaAnnLynn,0.0147493,339,0.75,1865927,master only (1),0.462286985,
schaalyahya,0.0142857,70,0.75,1243990,master only (1),0.32180277,
Sethrogen,0.0141509,212,0.75,1316052,master only (1),0.698432906,
skylarclouds,0.0090226,665,0.75,984633,master only (1),-0.324733462,
SofiaVergara,0.0082305,243,0.75,1963950,master only (1),0.578506596,
TonyKanaan,0.0079365,126,0.75,5578328,master only (1),0.349883416,
TrueKofi,0.0075888,2899,0.75,742553,master only (1),-0.557111561,
tumisole,0.0074349,269,0.75,2407724,master only (1),0.252123741,
ZonkeMusic,0.007335,409,0.75,780858,master only (1),-1.156868274,
SeanMaxwell,0.007335,818,0.75,1286282,master only (1),0.565016607,
BobOngHugots,0,2,0.75,1675459,master only (1),0,
deborahvanessa7,0,35,0.75,7920978,master only (1),0.229497317,
padillabela,0,61,0.75,2337499,master only (1),0.217763293,
cricketaakash,0,65,0.75,980262,master only (1),0.668729597,
abhisar_sharma,0,81,0.75,849657,master only (1),0,
khushsundar,0,90,0.75,1526246,master only (1),-0.105482704,
ntvuganda,0,136,0.75,927496,master only (1),0.866647272,
dino_melaye,0,193,0.75,2023851,master only (1),0,
HeyBuckHey,0,198,0.75,520511,master only (1),-1.409698691,
HRWEU,,,0.75,12073978,master only (1),0.456602656,
realmadriden,,,0.75,1679027,master only (1),0,
FakeTaxi,,,0.75,587281,master only (1),-1.270319069,
HenshawKate,,,0.75,681524,master only (1),-0.829831801,
danielmarven,,,0.75,956241,master only (1),0,
beccafrica,,,0.75,514341,master only (1),-0.679609881,
ActorVijayFC,,,0.75,2659209,master only (1),0,
imanthonyreeves,,,0.75,893798,master only (1),0,
KimKardashian,,,0.75,577977,master only (1),-0.813893315,
DJZinhle,,,0.75,1217237,master only (1),0.039639548,
trailblazers,,,0.75,2689366,master only (1),0.166904758,
johndumelo1,,,0.75,1972966,master only (1),0.733257972,
lisarinna,,,0.75,1780880,master only (1),-1.055140747,
AliZafarsays,,,0.75,1442005,master only (1),-0.530916619,
ayushmannk,,,0.75,942302,master only (1),0.814156997,
Callux,,,0.75,814416,master only (1),0.512308485,
ericbolling,,,0.75,17233729,master only (1),1.390627168,
IskoMoreno,,,0.75,896240,master only (1),0,
ORIGINPCCEO,,,0.75,671102,master only (1),0.260681389,
Tinashe,,,0.75,536657,master only (1),0.409620086,
tinch,,,0.75,32970892,matched (3),-0.847965836,
TitaniaMcGrath,,,0.75,1891714,master only (1),1.884002963,
RexChapman,,,0.75,792524,master only (1),-0.56651998,
LuloCafe,,,0.75,844299,master only (1),0.073276285,
BettyMKyallo,,,0.75,799740,master only (1),0.417966448,
gabcake,,,0.75,2835751,master only (1),-1.445997867,
AlfredoFlores,,,0.75,1465482,master only (1),-1.306657641,
MalalaFund,,,0.75,704849,master only (1),-1.270875046,
ThisisDavina,,,0.75,13644156,master only (1),-0.016122718,
taapsee,,,0.75,1404272,master only (1),0,
charlieputh,,,0.75,874536,master only (1),0.573918025,
scooterbraun,,,0.75,937457,master only (1),-0.0738952,
anakarylle,,,0.75,542201,master only (1),-0.694807752,
Kid_Ink,,,0.75,1626372,master only (1),0.570653807,
WWE_MandyRose,,,0.75,1435224,master only (1),1.172064095,
9xmHaqSe,,,0.75,885835,master only (1),0,
AlexaBliss_WWE,,,0.75,8413718,master only (1),-1.505537933,
anusuyakhasba,,,0.75,639741,master only (1),0.092820172,
BajpayeeManoj,,,0.75,8921298,master only (1),0.362147212,
bonifacemwangi,,,0.75,1404703,master only (1),-0.9869937,
chrisbosh,,,0.75,649716,master only (1),-0.21046583,
CPBlr,,,0.75,2249877,master only (1),0,
Deadspin,,,0.75,526862,master only (1),-0.761718081,
deshaunwatson,,,0.75,850078,master only (1),1.266128706,
DJXCLUSIVE,,,0.7482517,537893,master only (1),0.728017579,
DrAmalinaBakri,0.0013219,3026,0.7445256,756913,master only (1),0.948852138,
GavinFree,0.0254201,2321,0.7435898,739544,master only (1),-0.462600206,
ijustine,,,0.7435898,1262029,master only (1),0.495498609,
iStan69,0.136062,904,0.7419355,3122170,master only (1),0,
jacobsartorius,,,0.74,931152,master only (1),0.49001157,
jessicacitifm,,,0.74,1312229,master only (1),0.279310403,
LakshmiManchu,,,0.7393365,991362,master only (1),-0.865142404,
Lyricist_Vivek,,,0.7391304,1678828,master only (1),0,
MiniLaddd,,,0.7391304,522628,master only (1),1.119586038,
MsLeaSalonga,0.0959052,1856,0.7368421,741297,master only (1),-1.718918903,
NomzamoMbatha,,,0.7368421,11363200,master only (1),0.402629718,
rashmigautam27,,,0.7368421,1140773,master only (1),-0.417321024,
Razer,0.0689655,232,0.7352941,524971,master only (1),0.849426466,
samini_dagaati,,,0.7350746,691306,master only (1),0.23692929,
SanjeevKapoor,,,0.7346154,658456,master only (1),0,
Sweasy26,0.0250501,1996,0.7333333,909048,master only (1),2.320257665,
TypicalGamer,,,0.7333333,505182,master only (1),-1.896590283,
UEFAEURO,,,0.7333333,682771,master only (1),0,
willne,,,0.7333333,64682876,matched (3),-0.409026977,
ItsMainaKageni,,,0.7307692,2934502,master only (1),0.446450432,
lindahoguttu,,,0.7297297,1296874,master only (1),0.546181026,
annecurtissmith,0.0165563,1208,0.7272727,1111049,master only (1),0.35251731,
M_Lekhi,0.015873,252,0.7272727,594258,master only (1),1.102732996,
UmarKhalidJNU,,,0.7272727,2555508,master only (1),0.721593483,
amitmalviya,,,0.7272727,5429589,master only (1),1.146571576,
iamdesibanks,,,0.7272727,1209210,master only (1),0,
moflavadj,,,0.7272727,1170332,master only (1),0.730006867,
_sayema,,,0.7272727,675776,master only (1),0.454905253,
KendraLust,,,0.7272727,520464,master only (1),1.238546975,
TajinderBagga,,,0.7272727,1033062,master only (1),1.182068529,
iamkarendavila,,,0.7272727,722422,master only (1),0.14195357,
IsibayaMzansi,,,0.7272727,516149,master only (1),0,
becauseofV95,,,0.7270955,739843,master only (1),0,
davidbanner,0.1716575,2371,0.7254902,548986,master only (1),-0.899300434,
feliciaday,,,0.7222222,790220,master only (1),-1.566022737,
Four_Pins,,,0.7222222,1268592,master only (1),-0.518689168,
GuillemBalague,,,0.71875,2536055,master only (1),0.461014921,
iownjd,0.1651786,224,0.7142857,654950,master only (1),-0.984985933,
KaizerChiefs,0.0608,625,0.7142857,2744932,master only (1),-0.92162948,
lildurk,0.0384615,234,0.7142857,4106778,master only (1),0.684176518,
MsJoseline,0.0269058,223,0.7142857,3160732,master only (1),0.629390028,
OfficialWaje,0.0183028,601,0.7142857,3871611,master only (1),-0.846493779,
RealGDT,0.0160714,560,0.7142857,4243406,master only (1),-1.235067067,
TandonRaveena,0.0150376,266,0.7142857,1058892,master only (1),0.687789743,
ValeNappi,0.0064103,468,0.7142857,607226,master only (1),-1.383652474,
Shimza01,,,0.7142857,1734905,master only (1),-0.475103834,
KTRTRS,,,0.7142857,1349138,master only (1),-0.843687284,
vennelakishore,,,0.7142857,1069870,master only (1),0,
jedmadela,,,0.7142857,1084194,master only (1),-0.198182466,
Bhuvan_Bam,,,0.7142857,1515194,master only (1),0,
